INSPECCION,MATRICULA,F.MATRIC.,MARCA Y MODELO,BASTIDOR,GRUP,TIP,F,F.INSPEC.,L,I.1,M.1,I.2,M.2,I.3,M.3,I.4,M.4,RESUL.,F.VALIDEZ,DEFEC.
160832065/2016,TO-4100-X,15/02/1996,BMW 316I,WBACG11060KD06296,1000,001,1,03/05/2016,1,008,14,002,12,004,17,004,22,DESFA.,00/00/0000,"['0202-L', '0205-L', '0401-L', '0502-G', '0601-L', '0704-G', '0705-L', '0803-G', '0803-G', '0803-G', '0804-G', '0804-G', '0901-L']"
160832066/2016,TO-2924-AF,11/01/2000,NISSAN PRIMERA,SJNBDAP11U0405081,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DESFA.,00/00/0000,"['0405-L', '0503-G', '0803-G', '0803-G', '0804-L', '0901-L']"
160832067/2016,7107-BHZ,29/04/2001,PEUGEOT 306,VF37ERHYF33269294,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,['0901-L']
160832068/2016,2553-DRB,28/09/2005,PEUGEOT PARTNER,VF3GJRHYK95164113,3100,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/11/2016,['0804-L']
160832069/2016,6341-CSN,26/02/2004,CITROEN JUMPER,VF7ZBRMRB17381454,3100,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,FAVOR.,03/11/2016,['']
160832070/2016,3138-DWY,06/03/2006,FIAT DOBLO,ZFA22300005369304,3100,002,2,03/05/2016,1,008,999,010,999,004,999,,,DF.LEV,03/11/2016,['0103-L']
160832071/2016,M-5595-VJ,23/12/1997,VOLKSWAGEN PASSAT,WVWZZZ3BZWD230493,1000,001,1,03/05/2016,1,002,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0103-L', '0202-L', '0401-L', '0407-L', '0901-L']"
160832072/2016,6069-HDJ,18/05/2011,PEUGEOT 207,VF3WC8HR0BE035965,1000,001,1,03/05/2016,1,002,14,002,12,004,17,010,22,FAVOR.,03/05/2018,['']
160832073/2016,0406-CVY,12/05/2004,NISSAN ATLEON,VWANBFTK043416905,2020,001,1,03/05/2016,2,008,14,002,16,004,17,002,21,DF.LEV,03/11/2016,"['0202-L', '0205-L', '0403-L', '0406-L', '0407-L', '0409-L', '0705-L', '0901-L']"
160832074/2016,3179-DSC,31/10/2005,PEUGEOT 307,VF33CRHRH84129055,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,FAVOR.,03/05/2017,['']
160832075/2016,0998-DPK,31/08/2005,TOYOTA COROLLA,SB1KC28E60F007371,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0205-L', '0401-L']"
160832076/2016,2288-BSS,15/02/2002,RENAULT CLIO,VF1BB05CF26298438,1000,001,1,03/05/2016,1,008,14,004,12,004,17,010,22,FAVOR.,03/05/2017,['']
160832077/2016,M-1092-PN,21/06/1994,PEUGEOT 306,VF37AD9B230379932,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DESFA.,00/00/0000,"['0205-L', '0616-G', '0901-L']"
160832078/2016,9636-CLC,31/07/2003,RENAULT 130.35,VF652AFA000052164,2017,001,1,03/05/2016,2,008,14,002,16,004,17,002,21,DF.LEV,03/11/2016,"['0103-L', '0207-L', '0405-L', '0407-L', '0802-L', '0901-L']"
160832079/2016,TO-2095-K,30/06/1987,RENAULT 21,VS5L48305H0007800,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DESFA.,00/00/0000,"['0212-L', '0401-L', '0501-G', '0502-G', '0901-L', '0903-G', '0904-L']"
160832080/2016,M-9329-MH,25/06/1991,RENAULT 21,VS5L4820507216738,1000,001,1,03/05/2016,1,008,14,001,12,004,17,010,22,DF.LEV,03/05/2017,"['0202-L', '0901-L']"
160832081/2016,1611-DJM,18/04/2005,PEUGEOT 307,VF33CRHRH83953807,1000,001,1,03/05/2016,1,008,14,001,12,004,17,010,22,FAVOR.,03/05/2017,['']
160832082/2016,ET108060,14/03/2006,IVECO M25040W,ZCNSM66405P605747,2211,002,2,03/05/2016,2,002,999,,,,,,,NO AP.,00/00/0000,"['0212-L', '0601-C', '0616-C']"
160832083/2016,6360-CTM,26/03/2004,FORD TRANSIT,WF0VXXBDFV4R44129,2423,001,1,03/05/2016,1,008,14,001,12,004,17,010,22,FAVOR.,03/11/2016,['']
160832084/2016,6050-HKL,03/05/2012,DAELIM ROADWIND 125R,KMYBA8BLSCC004092,0400,001,1,03/05/2016,1,008,14,002,18,008,13,,,FAVOR.,03/05/2018,['']
160832085/2016,M-9924-LL,04/09/1990,RENAULT 5,VS5C40105M0002695,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0804-L', '0901-L']"
160832086/2016,7504-BWP,30/05/2002,CITROEN BERLINGO,VF7MFWJYB65794338,3100,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,FAVOR.,03/11/2016,['']
160832087/2016,4704-CTY,06/04/2004,ROVER 45,SARRTZLNR4D635103,1000,001,1,03/05/2016,1,008,14,001,12,004,17,010,22,DF.LEV,03/05/2017,"['0901-L', '0904-L']"
160832088/2016,M-1801-YH,28/10/1999,VOLKSWAGEN GOLF,WVWZZZ1JZYB040242,1000,001,1,03/05/2016,1,008,14,001,12,004,17,010,22,DF.LEV,03/05/2017,"['0401-L', '0601-L']"
160832089/2016,0739-GBK,27/02/2008,DODGE CALIBER,1B3HBC8A77D290253,1000,001,1,03/05/2016,1,008,14,001,12,004,17,010,22,FAVOR.,03/05/2018,['']
160832090/2016,5721-BHX,26/04/2001,CITROEN BERLINGO 1.9D,VF7MFWJZF65591849,3100,002,2,03/05/2016,1,008,999,004,999,,,,,DF.LEV,03/11/2016,['0705-L']
160832091/2016,2434-GWL,18/05/2010,OPEL INSIGNIA,W0LGT6EM4A1092468,1000,001,1,03/05/2016,1,008,14,001,12,004,17,010,22,DF.LEV,03/05/2018,['0103-L']
160832092/2016,6839-CKN,16/07/2003,FORD FOCUS,WF0BXXGCDB3Y56700,1000,001,1,03/05/2016,1,008,14,001,12,004,17,010,22,FAVOR.,03/05/2017,['']
160832093/2016,R-2183-BBG,26/04/2001,BENALU S/R,VFKSPT34C15RA0088,4317,001,1,03/05/2016,2,002,14,002,16,004,17,002,21,DF.LEV,03/11/2016,"['0103-L', '0601-L']"
160832094/2016,2605-FGS,19/10/2006,FORD TRANSIT CONNECT,WF0GXXTTPG6B63281,3100,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,19/04/2017,['0901-L']
160832095/2016,030275,14/02/2011,PEUGEOT 3008,VF30U9HR8BS030275,1000,014,1,03/05/2016,1,008,14,004,12,004,17,010,22,DESFA.,00/00/0000,['1008-G']
160832096/2016,7814-GVK,30/03/2010,VOLKSWAGEN GOLF,WVWZZZ1KZAW332304,1000,001,1,03/05/2016,1,008,14,004,12,004,17,010,22,DF.LEV,03/05/2018,['0406-L']
160832097/2016,TO-0331-T,25/03/1992,RENAULT EXPRESS 1.4,VF1F40AM507848641,3100,001,1,03/05/2016,1,008,14,004,12,004,17,010,22,DF.LEV,03/11/2016,"['0205-L', '0901-L']"
160832098/2016,4271-DDS,20/12/2004,SEAT LEON,VSSZZZ1MZ5R046443,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0401-L', '0401-L', '0407-L']"
160832099/2016,6787-CTT,31/03/2004,FORD FOCUS,WF0AXXWPDA4R33338,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0205-L', '0401-L']"
160832100/2016,M-5525-VZ,08/06/1998,AUDI A6,WAUZZZ4BZWN151236,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,FAVOR.,03/05/2017,['']
160832101/2016,6975-GDB,25/04/2008,YAMAHA CIGNUS-X,LPRSE411000111236,0400,001,1,03/05/2016,1,008,14,002,18,008,13,,,FAVOR.,03/05/2018,['']
160832102/2016,8174-CWB,17/05/2004,RENAULT CLIO,VF1BBR8EF31474149,1000,002,2,03/05/2016,1,008,999,,,,,,,DF.LEV,03/05/2017,"['0202-L', '0408-L', '0904-L']"
160832103/2016,1888-BWG,20/05/2002,PEUGEOT 307,VF33CRHYB82407685,1000,001,1,03/05/2016,1,008,14,002,12,001,17,010,22,DF.LEV,03/05/2017,"['0401-L', '0401-L']"
160832104/2016,M-3607-OY,03/12/1993,OPEL CALIBRA,W0L000085R1030948,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0205-L', '0406-L', '0601-L', '0901-L', '0903-L']"
160832105/2016,8590-DHH,14/03/2005,ALFA ROMEO 156,ZAR93200000280065,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DESFA.,00/00/0000,"['0103-L', '0402-G', '0406-L', '0407-G', '0901-L']"
160832106/2016,8464-BSC,18/01/2002,VOLVO S40,YV1VS70822F836232,1000,001,1,03/05/2016,1,008,14,002,12,004,17,004,22,DF.LEV,03/05/2017,['0205-L']
160832107/2016,6944-DYY,28/04/2006,TOYOTA COROLLA VERSO,NMTEA16R60R031201,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,['0401-L']
160832108/2016,TO-2391-Z,27/08/1997,RENAULT EXPRESS,VF1F40RM516808048,3100,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/11/2016,"['0406-L', '0901-L']"
160832109/2016,2037-DHY,31/03/2005,BMW SERIE 1,WBAUF31070PR35228,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0202-L', '0601-L']"
160832110/2016,4755-GWG,10/05/2010,CITROEN XSARA PICASSO,VF7CH9HXCAJ577754,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2018,['0405-L']
160832111/2016,3428-BVT,29/04/2002,CITROEN XSARA,VF7N1RHYB73570538,1000,001,1,03/05/2016,1,002,14,002,12,004,17,010,22,DESFA.,00/00/0000,"['0103-L', '0103-G', '0401-L', '0406-L', '0503-G']"
160832112/2016,TO-7062-Z,05/01/1998,NISSAN PRIMERA,SJNFAAP11U0196157,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0205-L', '0601-L', '0804-L', '0901-L']"
160832113/2016,PO-3460-BH,17/04/1998,PEUGEOT 205 GENERATION,VF320AA9225702765,1000,002,2,03/05/2016,2,004,999,,,,,,,DF.LEV,03/05/2017,"['0601-L', '0901-L']"
160832114/2016,TO-2945-AC,30/12/1998,MAZDA 323,JMZBJ12R200131664,1000,002,2,03/05/2016,1,008,999,,,,,,,DF.LEV,03/05/2017,"['0406-L', '0408-L']"
160832115/2016,0066-FTZ,29/04/2004,VOLKSWAGEN GOLF,WVWZZZ1KZ4W123504,1000,001,1,03/05/2016,1,008,14,002,12,004,17,002,22,FAVOR.,03/05/2017,['']
160832116/2016,TO-3601-W,11/01/1995,NISSAN 100NX,JN1HGAB13U0100435,1000,001,1,03/05/2016,1,008,14,002,12,004,17,004,22,FAVOR.,03/05/2017,['']
160832117/2016,9618-GWD,05/05/2010,FORD TRANSIT,WF0ZXXTTFZAS89118,2443,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/11/2016,"['0401-L', '0601-L']"
160832118/2016,O-7595-D,07/11/1973,MORRIS MINI 850L,M0L025172ZR,1000,002,2,03/05/2016,1,004,999,010,999,,,,,FAVOR.,03/05/2017,['']
160832119/2016,9056-FSK,03/07/2007,DAELIM NS125,KMYSG125FK7423040,0400,001,1,03/05/2016,1,008,14,002,18,008,13,,,FAVOR.,03/05/2018,['']
160832120/2016,TO-2834-X,28/12/1995,LAND ROVER RANGE ROVER,SALLHAMF8MA663546,1033,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0406-L', '0408-L', '0705-L', '0901-L']"
160832121/2016,0252-CVH,22/04/2004,KIA SORENTO,KNEJC521545277931,1033,001,1,03/05/2016,1,002,14,002,12,004,17,010,22,DF.LEV,03/05/2017,['0705-L']
160832122/2016,TO-4822-AB,07/07/1998,CITROEN XANTIA,VF7X1DHXF72112465,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DESFA.,00/00/0000,"['0103-L', '0407-L', '0408-L', '0703-G', '0704-L', '0804-G', '0901-L']"
160832123/2016,8411-FZG,18/01/2008,VOLKSWAGEN GOLF,WVWZZZ1KZ8W169135,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,FAVOR.,03/05/2018,['']
160832124/2016,9886-FFD,24/08/2006,NISSAN ATLEON,VWANBFTK063429716,2011,001,1,03/05/2016,2,008,14,002,16,004,17,002,21,DESFA.,00/00/0000,"['0205-L', '0207-L', '0401-L', '0401-L', '0406-G', '0409-L', '0603-G', '0603-G', '0618-G', '0704-G', '0901-L', '0903-L', '0903-L']"
160832125/2016,TO-2950-AB,28/05/1998,CITROEN C15,VF7VDPB0046PB9363,3100,001,1,03/05/2016,1,008,14,001,12,004,17,010,22,DESFA.,00/00/0000,"['0202-L', '0212-L', '0401-L', '0601-L', '0803-G']"
160832126/2016,8203-CLD,31/07/2003,BMW SERIE 3,WBABV71070JZ47075,1000,001,1,03/05/2016,1,008,14,001,12,004,17,010,22,FAVOR.,03/05/2017,['']
160832127/2016,3115-CFV,13/03/2003,CITROEN C5,VF7DCRHZB76351307,1000,001,1,03/05/2016,1,008,14,002,12,001,17,010,22,FAVOR.,03/05/2017,['']
160832128/2016,3178-CZF,31/10/2003,MERCEDES-BENZ CLK 200,WDB2093421F090680,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,FAVOR.,03/05/2017,['']
160832129/2016,2275-BSM,01/02/2002,PEUGEOT 206,VF32A8HXF42101348,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0205-L', '0406-L']"
160832130/2016,TO-1260-AF,10/12/1999,RENAULT MEGANE SCENIC,VF1JA0NN521270741,1000,001,1,03/05/2016,1,008,14,002,12,001,17,010,22,DESFA.,00/00/0000,"['0401-L', '0408-L', '0605-L', '0803-G', '0803-G', '0901-L', '0904-L']"
160832131/2016,M-4058-SY,15/11/1995,CITROEN ZX,VF7N2D50005D50608,1002,001,1,03/05/2016,1,008,14,002,12,001,17,010,22,DESFA.,00/00/0000,"['0205-G', '0212-G', '0401-L', '0406-G', '0407-G', '0408-G', '0803-G', '0803-G', '0901-L']"
160832132/2016,1296-DFC,29/12/2004,PEUGEOT 407,VF36ERHRH21164846,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,['0901-L']
160832133/2016,VA-6425-AH,24/02/1999,VOLKSWAGEN BORA,WVWZZZ1JZXW468839,1000,002,2,03/05/2016,1,008,999,,,,,,,DESFA.,00/00/0000,"['0103-L', '0407-L', '0407-G', '0407-G', '0605-L']"
160832134/2016,7131-CRK,05/01/2001,VOLKSWAGEN SHARAN 1.9 TD,WVWZZZ7MZ1V042840,1000,002,2,03/05/2016,2,008,999,,,,,,,DESFA.,00/00/0000,"['0401-L', '0803-G']"
160832135/2016,2657-CSN,26/02/2004,FORD MONDEO,WF04XXGBB44B19971,1000,001,1,03/05/2016,1,002,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0401-L', '0901-L']"
160832136/2016,1139-GCV,16/04/2008,SEAT IBIZA,VSSZZZ6LZ8R174334,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2018,['0407-L']
160832137/2016,1977-CVV,06/05/2004,RENAULT MEGANE,VF1JMRG0631205652,1000,001,1,03/05/2016,1,008,14,002,12,004,17,004,22,DF.LEV,03/05/2017,['0406-L']
160832138/2016,9005-BNY,25/10/2001,CHRYSLER NEON,1C3ESN6C21D116989,1000,001,1,03/05/2016,1,008,14,002,12,004,17,004,22,DF.LEV,03/05/2017,['0901-L']
160832139/2016,5539-BNB,24/09/2001,FORD FOCUS,WF0AXXWPDA1R43539,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0202-L', '0205-L', '0401-L', '0901-L']"
160832140/2016,5199-FZC,09/01/2008,BMW 320I,WBAVF91020VG31455,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,FAVOR.,03/05/2018,['']
160832141/2016,5019-FKT,26/01/2007,FORD TRANSIT,WF0ZXXBDFZ6R59632,3100,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0401-L', '0406-L', '0407-L', '0901-L']"
160832142/2016,TO-6697-AC,18/03/1999,PEUGEOT 206,VF32AWJZT40194959,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0401-L', '0405-L', '0406-L', '0901-L']"
160832143/2016,9178-DGF,09/02/2005,OPEL AGILA,W0L0HAF684G067126,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,FAVOR.,03/05/2017,['']
160832144/2016,2712-CVZ,13/05/2004,FORD FOCUS,WF0NXXWPDN3J37375,1002,001,1,03/05/2016,1,008,14,002,12,004,17,004,22,DESFA.,00/00/0000,"['0103-L', '0103-G', '0205-L', '0212-G', '0306-G', '0401-G']"
160832145/2016,2315-DCH,02/11/2004,ALFA ROMEO 156,ZAR93200000262605,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0209-L', '0401-L', '0406-L', '0407-L', '0901-L']"
160832146/2016,6080-DKS,23/05/2005,VOLKSWAGEN POLO,WVWZZZ9NZ6Y021949,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,['0401-L']
160832147/2016,8475-BTF,01/03/2002,CITROEN XSARA,VF7N1WJYB73506876,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0401-L', '0406-L']"
160832148/2016,6733-FYX,28/12/2007,FORD TRANSIT CONNECT,WF0GXXTTPG7T46926,3100,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,FAVOR.,03/05/2017,['']
160832149/2016,7869-FFF,25/08/2006,KAWASAKI Z750S,JKAZR750JKA071595,0400,002,2,03/05/2016,1,008,999,,,,,,,FAVOR.,03/05/2018,['']
160832150/2016,7775-BML,14/08/2001,CITROEN XSARA,VF7N1NFUB73179081,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0405-L', '0901-L', '0904-L']"
160832151/2016,3210-HKP,16/05/2012,RENAULT CLIO,VF1BR2V0H46794548,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2018,['0205-L']
160832152/2016,TO-4406-AF,09/02/2000,PEUGEOT 306,VF37HRHYE32950396,1000,001,1,03/05/2016,1,008,14,002,12,004,17,010,22,DF.LEV,03/05/2017,"['0202-L', '0205-L', '0209-L', '0901-L']"
160832153/2016,3181-HKS,23/05/2012,CITROEN C4,VF7NC9HP0CY529639,1000,001,1,04/05/2016,1,002,14,003,12,004,17,004,22,DF.LEV,04/05/2018,['0103-L']
160832154/2016,M-1482-UP,29/04/1997,HYUNDAI H100 2.5 6 ST DL,KMFFD27APVU303867,3100,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,DF.LEV,04/11/2016,"['0901-L', '0904-L']"
160832155/2016,4578-DKB,02/05/2005,SEAT IBIZA,VSSZZZ6LZ5R162380,1000,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,FAVOR.,04/05/2017,['']
160832156/2016,8277-GDV,23/05/2008,MERCEDES C 220,WDD2040081A173491,1000,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,FAVOR.,04/05/2018,['']
160832157/2016,TO-3468-V,28/02/1994,FORD MONDEO,WF0AXXGBBAPE18953,1000,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,DF.LEV,04/05/2017,['0904-L']
160832158/2016,066876,02/04/2014,MERCEDES BENZ S350,WDD2220321A066876,1000,014,1,04/05/2016,1,002,14,001,12,004,17,003,22,FAVOR.,02/04/2018,['']
160832159/2016,5711-BPS,22/11/2001,SEAT IBIZA 3P 1.4 5V,VSSZZZ6KZ2R121534,1000,001,1,04/05/2016,1,002,14,003,12,004,17,004,22,DF.LEV,04/05/2017,['0502-L']
160832160/2016,8590-DHH,14/03/2005,ALFA ROMEO 156,ZAR93200000280065,1000,002,2,04/05/2016,1,002,999,,,,,,,DF.LEV,04/05/2017,"['0103-L', '0901-L']"
160832161/2016,8416-DJN,20/04/2005,RENAULT MEGANE,VF1LMRG0633177944,1000,001,1,04/05/2016,1,002,14,003,12,004,17,004,22,DF.LEV,04/05/2017,['0103-L']
160832162/2016,8378-GCV,17/04/2008,DACIA LOGAN,UU1LSDJKH37833592,1000,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,DF.LEV,04/05/2018,['0406-L']
160832163/2016,3159-DCW,22/11/2004,TOYOTA COROLLA,NMTBW28E80R017000,1000,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,DF.LEV,04/05/2017,"['0103-L', '0901-L']"
160832164/2016,TO-5901-W,31/03/1995,MERCEDES-BENZ MB-100D,VSA63133313181619,3100,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,DF.LEV,04/11/2016,"['0103-L', '0205-L', '0212-L', '0405-L', '0407-L', '0601-L', '0901-L', '0903-L']"
160832165/2016,5368-BFS,14/02/2001,AUDI A3 1.9 TDI 6V,WAUZZZ8LZ1A062736,1000,001,1,04/05/2016,1,002,14,003,12,004,17,004,22,DF.LEV,04/05/2017,"['0103-L', '0901-L']"
160832166/2016,TO-1720-AF,20/12/1999,MERCEDES-BENZ E 320 CDI,WDB2100261B049753,1000,001,1,04/05/2016,1,002,14,003,12,004,17,001,22,DF.LEV,04/05/2017,"['0403-L', '0406-L', '0601-L', '0901-L']"
160832167/2016,9544-DVB,02/01/2006,TOYOTA AVENSIS,SB1BB56L60E026742,1000,001,1,04/05/2016,1,002,14,002,12,004,17,001,22,FAVOR.,04/05/2017,['']
160832168/2016,5804-BWL,27/05/2002,CITROEN BERLINGO,VF7MFWJYB65844179,3100,001,1,04/05/2016,1,002,14,003,12,004,17,001,22,DF.LEV,04/11/2016,"['0901-L', '0903-L']"
160832169/2016,7055-GVM,06/04/2010,AUDI A4,WAUZZZ8K6AA127822,1000,001,1,04/05/2016,1,002,14,001,12,004,17,004,22,FAVOR.,04/05/2018,['']
160832170/2016,6873-DZB,04/05/2006,VOLKSWAGEN POLO,WVWZZZ9NZ6Y224553,1000,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,FAVOR.,04/05/2017,['']
160832171/2016,8976-HKT,28/05/2012,CITROEN BERLINGO HDI,VF77A9HN0BJ833284,2400,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,DF.LEV,04/05/2018,['0406-L']
160832172/2016,3123-DZL,16/05/2006,OPEL ASTRA,W0L0AHL4868113959,1000,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,FAVOR.,16/05/2017,['']
160832173/2016,0832-BWW,05/06/2002,HYUNDAI ACCENT,KMHCG51VP2U155717,1000,001,1,04/05/2016,1,002,14,003,12,004,17,001,22,DF.LEV,04/05/2017,['0601-L']
160832174/2016,CR-9986-U,25/03/1997,CHRYSLER G.VOYAGER SE TD,1C4GHN4MXSU138206,3100,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,DF.LEV,04/11/2016,"['0405-L', '0407-L']"
160832175/2016,9105-GDM,13/05/2008,OPEL ASTRA GTC,W0L0AHL0885115973,1000,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,FAVOR.,04/05/2018,['']
160832176/2016,2335-CSL,24/02/2004,SEAT IBIZA,VSSZZZ6LZ4R157514,1000,001,1,04/05/2016,1,002,14,003,12,004,17,001,22,DF.LEV,04/05/2017,"['0405-L', '0406-L']"
160832177/2016,5185-CJD,03/06/2003,HYUNDAI TRAJET,KMHMH81VP3U177611,1000,007,1,04/05/2016,1,002,14,003,12,004,17,004,22,DF.LEV,04/05/2017,"['0901-L', '0904-L']"
160832178/2016,M-7900-VP,09/03/1998,CITROEN SAXO 1.5D X 5P,VF7S1VJZF56515814,1000,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,DF.LEV,04/05/2017,"['0103-L', '0406-L']"
160832179/2016,7179-GDL,09/05/2008,TOYOTA AURIS,NMTKM56EX0R018935,1000,002,2,04/05/2016,1,001,999,,,,,,,FAVOR.,04/05/2018,['']
160832180/2016,TO-6534-AD,15/09/1999,CITROEN SAXO,VF7S0VJZF56971982,1000,001,1,04/05/2016,1,002,14,003,12,004,17,003,22,DF.LEV,04/05/2017,"['0103-L', '0406-L', '0601-L', '0804-L', '0901-L']"
160832181/2016,5811-BRP,26/12/2001,CITROEN XSARA PICASSO,VF7CHRHYB39116082,1000,002,2,04/05/2016,1,002,999,,,,,,,DF.LEV,04/05/2017,"['0903-L', '0904-L']"
160832182/2016,2690-CKP,17/07/2003,KIA SORENTO,KNEJC521535161125,1033,002,2,04/05/2016,1,002,999,,,,,,,FAVOR.,04/05/2017,['']
160832183/2016,TO-2095-K,30/06/1987,RENAULT 21,VS5L48305H0007800,1000,002,2,04/05/2016,2,002,999,004,999,,,,,DF.LEV,04/05/2017,"['0212-L', '0401-L', '0901-L', '0904-L']"
160832184/2016,3844-GSY,22/01/2010,VOLKSWAGEN PASSAT,WVWZZZ3CZAE087364,1042,001,1,04/05/2016,1,002,14,004,12,004,17,003,22,FAVOR.,04/11/2016,['']
160832185/2016,8736-BGJ,09/03/2001,HYUNDAI ACCENT,KMHCH51FP1U093266,1000,002,2,04/05/2016,1,002,999,,,,,,,DF.LEV,04/05/2017,"['0103-L', '0901-L']"
160832186/2016,TO-8904-X,24/07/1996,CHRYSLER GRAND VOYAGER,1C4GYN5M1TU126025,1000,001,1,04/05/2016,1,002,14,003,12,004,17,004,22,DESFA.,00/00/0000,"['0401-L', '0403-L', '0705-L', '0803-G', '0901-L']"
160832187/2016,7726-CJF,05/06/2003,VOLKSWAGEN GOLF 1.9 TDI,WVWZZZ1JZ3B165768,1000,001,1,04/05/2016,1,002,14,003,12,004,17,004,22,DF.LEV,04/05/2017,['0103-L']
160832188/2016,560541,17/10/2002,DAIMLERCHRYSLER PT CRUIS,1C8FEN8U12U560541,1000,014,1,04/05/2016,1,002,14,003,12,004,17,010,22,DESFA.,00/00/0000,"['0202-L', '0212-L', '0407-L', '0804-G', '0804-G', '0804-G', '0901-L']"
160832189/2016,3442-BYT,06/08/2002,YAMAHA XVS 650 A,JYAVM036000000396,0400,001,1,04/05/2016,1,002,14,003,18,002,13,,,FAVOR.,04/05/2018,['']
160832190/2016,1136-CTF,17/03/2004,SEAT IBIZA 1.9 SDI 4P,VSSZZZ6LZ4R183134,1000,001,1,04/05/2016,1,002,14,003,12,004,17,010,22,FAVOR.,04/05/2017,['']
160832191/2016,M-8697-NV,30/09/1992,PEUGEOT 405 SRI CATA,VF34BRFX270851123,1000,001,1,04/05/2016,1,002,14,004,12,004,17,010,22,DESFA.,00/00/0000,"['0502-G', '0705-G', '0803-G', '0901-L']"
160832192/2016,6056-GWH,12/05/2010,HYUNDAI IX35,U5YZT81BABL008660,1000,001,1,04/05/2016,1,002,14,004,12,004,17,003,22,FAVOR.,04/05/2018,['']
160832193/2016,TO-6127-AB,31/07/1998,OPEL ASTRA-G-CC,W0L0TGF48W5257901,1000,001,1,04/05/2016,1,002,14,003,12,004,17,003,22,DF.LEV,04/05/2017,['0904-L']
